26-07-2020 20:12:38.489 INFO  ar.edu.iua.sat.SatApplication.logStarting Starting SatApplication on ykarqui with PID 22704 (/home/yamil/Documents/soa/SOA_final/sat/target/classes started by yamil in /home/yamil/Documents/soa/SOA_final/sat)
26-07-2020 20:12:38.538 INFO  ar.edu.iua.sat.SatApplication.logStartupProfileInfo No active profile set, falling back to default profiles: default
26-07-2020 20:12:38.610 INFO  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext.prepareRefresh Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7ca56994: startup date [Sun Jul 26 20:12:38 ART 2020]; root of context hierarchy
26-07-2020 20:12:40.347 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker.postProcessAfterInitialization Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$f6914f84] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
26-07-2020 20:12:40.830 INFO  o.s.b.w.e.tomcat.TomcatWebServer.initialize Tomcat initialized with port(s): 8094 (http)
26-07-2020 20:12:40.860 INFO  o.a.catalina.core.StandardService.log Starting service [Tomcat]
26-07-2020 20:12:40.861 INFO  o.a.catalina.core.StandardEngine.log Starting Servlet Engine: Apache Tomcat/8.5.34
26-07-2020 20:12:40.875 INFO  o.a.c.core.AprLifecycleListener.log The APR based Apache Tomcat Native library which allows optimal performance in production environments was not found on the java.library.path: [/usr/java/packages/lib/amd64:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib]
26-07-2020 20:12:41.025 INFO  o.a.c.c.C.[Tomcat].[localhost].[/].log Initializing Spring embedded WebApplicationContext
26-07-2020 20:12:41.025 INFO  o.s.web.context.ContextLoader.prepareWebApplicationContext Root WebApplicationContext: initialization completed in 2416 ms
26-07-2020 20:12:41.670 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'characterEncodingFilter' to: [/*]
26-07-2020 20:12:41.671 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'webMvcMetricsFilter' to: [/*]
26-07-2020 20:12:41.671 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
26-07-2020 20:12:41.671 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'httpPutFormContentFilter' to: [/*]
26-07-2020 20:12:41.672 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'requestContextFilter' to: [/*]
26-07-2020 20:12:41.672 INFO  o.s.b.w.s.FilterRegistrationBean.configure Mapping filter: 'httpTraceFilter' to: [/*]
26-07-2020 20:12:41.672 INFO  o.s.b.w.s.ServletRegistrationBean.addRegistration Servlet dispatcherServlet mapped to [/]
26-07-2020 20:12:41.673 INFO  o.s.b.w.s.ServletRegistrationBean.addRegistration Servlet webServlet mapped to [/h2-console/*]
26-07-2020 20:12:41.781 INFO  com.zaxxer.hikari.HikariDataSource.getConnection HikariPool-1 - Starting...
26-07-2020 20:12:41.978 INFO  com.zaxxer.hikari.HikariDataSource.getConnection HikariPool-1 - Start completed.
26-07-2020 20:12:42.004 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean.createNativeEntityManagerFactory Building JPA container EntityManagerFactory for persistence unit 'default'
26-07-2020 20:12:42.015 INFO  o.h.jpa.internal.util.LogHelper.logPersistenceUnitInformation HHH000204: Processing PersistenceUnitInfo [
	name: default
	...]
26-07-2020 20:12:42.067 INFO  org.hibernate.Version.logVersion HHH000412: Hibernate Core {5.2.17.Final}
26-07-2020 20:12:42.068 INFO  org.hibernate.cfg.Environment.<clinit> HHH000206: hibernate.properties not found
26-07-2020 20:12:42.102 INFO  o.h.annotations.common.Version.<clinit> HCANN000001: Hibernate Commons Annotations {5.0.1.Final}
26-07-2020 20:12:42.209 INFO  org.hibernate.dialect.Dialect.<init> HHH000400: Using dialect: org.hibernate.dialect.MySQL57Dialect
26-07-2020 20:12:42.603 INFO  o.s.o.j.LocalContainerEntityManagerFactoryBean.buildNativeEntityManagerFactory Initialized JPA EntityManagerFactory for persistence unit 'default'
26-07-2020 20:12:42.969 INFO  o.s.w.s.h.SimpleUrlHandlerMapping.registerHandler Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
26-07-2020 20:12:43.234 INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter.initControllerAdviceCache Looking for @ControllerAdvice: org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@7ca56994: startup date [Sun Jul 26 20:12:38 ART 2020]; root of context hierarchy
26-07-2020 20:12:43.278 WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration.openEntityManagerInViewInterceptor spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
26-07-2020 20:12:43.313 INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping.register Mapped "{[/sat/v1/authtoken],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.Object> ar.edu.iua.sat.web.services.CoreRestService.getToken(ar.edu.iua.sat.model.dto.UserDTO,java.lang.String)
26-07-2020 20:12:43.314 INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping.register Mapped "{[/sat/v1/authtoken],methods=[GET]}" onto public org.springframework.http.ResponseEntity<java.lang.Object> ar.edu.iua.sat.web.services.CoreRestService.verifyToken(java.lang.String,java.lang.String)
26-07-2020 20:12:43.317 INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping.register Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
26-07-2020 20:12:43.317 INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping.register Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.servlet.error.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
26-07-2020 20:12:43.348 INFO  o.s.w.s.h.SimpleUrlHandlerMapping.registerHandler Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
26-07-2020 20:12:43.349 INFO  o.s.w.s.h.SimpleUrlHandlerMapping.registerHandler Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
26-07-2020 20:12:43.709 INFO  o.s.b.a.e.web.EndpointLinksResolver.<init> Exposing 2 endpoint(s) beneath base path '/actuator'
26-07-2020 20:12:43.720 INFO  o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping.register Mapped "{[/actuator/health],methods=[GET],produces=[application/vnd.spring-boot.actuator.v2+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler.handle(javax.servlet.http.HttpServletRequest,java.util.Map<java.lang.String, java.lang.String>)
26-07-2020 20:12:43.721 INFO  o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping.register Mapped "{[/actuator/info],methods=[GET],produces=[application/vnd.spring-boot.actuator.v2+json || application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.web.servlet.AbstractWebMvcEndpointHandlerMapping$OperationHandler.handle(javax.servlet.http.HttpServletRequest,java.util.Map<java.lang.String, java.lang.String>)
26-07-2020 20:12:43.722 INFO  o.s.b.a.e.w.s.WebMvcEndpointHandlerMapping.register Mapped "{[/actuator],methods=[GET],produces=[application/vnd.spring-boot.actuator.v2+json || application/json]}" onto protected java.util.Map<java.lang.String, java.util.Map<java.lang.String, org.springframework.boot.actuate.endpoint.web.Link>> org.springframework.boot.actuate.endpoint.web.servlet.WebMvcEndpointHandlerMapping.links(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
26-07-2020 20:12:43.794 WARN  o.s.b.d.a.OptionalLiveReloadServer.startServer Unable to start LiveReload server
26-07-2020 20:12:43.837 INFO  o.s.j.e.a.AnnotationMBeanExporter.afterSingletonsInstantiated Registering beans for JMX exposure on startup
26-07-2020 20:12:43.839 INFO  o.s.j.e.a.AnnotationMBeanExporter.autodetect Bean with name 'dataSource' has been autodetected for JMX exposure
26-07-2020 20:12:43.845 INFO  o.s.j.e.a.AnnotationMBeanExporter.registerBeanInstance Located MBean 'dataSource': registering with JMX server as MBean [com.zaxxer.hikari:name=dataSource,type=HikariDataSource]
26-07-2020 20:12:43.882 INFO  o.s.b.w.e.tomcat.TomcatWebServer.start Tomcat started on port(s): 8094 (http) with context path ''
26-07-2020 20:12:43.885 INFO  ar.edu.iua.sat.SatApplication.logStarted Started SatApplication in 5.766 seconds (JVM running for 6.164)
26-07-2020 20:14:58.123 INFO  o.a.c.c.C.[Tomcat].[localhost].[/].log Initializing Spring FrameworkServlet 'dispatcherServlet'
26-07-2020 20:14:58.123 INFO  o.s.web.servlet.DispatcherServlet.initServletBean FrameworkServlet 'dispatcherServlet': initialization started
26-07-2020 20:14:58.140 INFO  o.s.web.servlet.DispatcherServlet.initServletBean FrameworkServlet 'dispatcherServlet': initialization completed in 17 ms
26-07-2020 20:14:58.411 ERROR a.e.i.s.web.services.CoreRestService.checkToken Expired
26-07-2020 20:33:15.831 ERROR a.e.i.s.web.services.CoreRestService.checkToken Expired
26-07-2020 20:35:26.953 ERROR a.e.i.s.web.services.CoreRestService.checkToken Expired
